JCM,63,LowerArmBF75
JCM,64,LowerArmBF135
JCMGROUP,0,2,hand_r
JCM,65,HandBU80
JCM,66,HandBD70
JCMGROUP,0,2,thumb_01_r
JCM,67,Thumb01BF40
JCM,68,Thumb01BU20
JCMGROUP,0,2,thumb_02_r
JCM,69,Thumb02BD65
JCMGROUP,0,2,thumb_03_r
JCM,70,Thumb03BD90
JCMGROUP,0,2,index_01_r
JCM,71,Index01BD95
JCMGROUP,0,2,index_02_r
JCM,72,Index02BD105
JCMGROUP,0,2,index_03_r
JCM,73,Index03BD90
JCMGROUP,0,2,middle_01_r
JCM,74,Middle01BD95
JCMGROUP,0,2,middle_02_r
JCM,75,Middle02BD105
JCMGROUP,0,2,middle_03_r
JCM,76,Middle03BD90
JCMGROUP,0,2,ring_01_r
JCM,77,Ring01BD95
JCMGROUP,0,2,ring_02_r
JCM,78,Ring02BD105
JCMGROUP,0,2,ring_03_r
JCM,79,Ring03BD90
JCMGROUP,0,2,pinky_01_r
JCM,80,Pinky01BD95
JCMGROUP,0,2,pinky_02_r
JCM,81,Pinky02BD105
JCMGROUP,0,2,pinky_03_r
JCM,82,Pinky03BD90
JCMGROUP,0,0,spine_02
JCM,83,Spine02BF35
JCMGROUP,0,0,spine_03
JCM,84,Spine03BF40
JCM,85,Spine03SR24
JCM,86,Spine03SL24
JCMGROUP,0,0,spine_04
JCM,87,Spine04BF35
JCM,88,Spine04SR20
JCM,89,Spine04SL20
JCMGROUP,0,0,neck_01
JCM,90,Neck01BF40
JCM,91,Neck01BB25
JCM,92,Neck01TL22
JCM,93,Neck01TR22
JCM,94,Neck01SR40
JCM,95,Neck01SL40
JCMGROUP,0,0,neck_02
JCM,96,Neck02BF12
JCM,97,Neck02BB27
JCMGROUP,0,0,head
JCM,98,HeadBF25
JCM,99,HeadBB30
FACGROUP,0,0,0
FAC,100,EyeLookIn
FAC,101,EyeLookOut
FAC,102,EyeLookUp
FAC,103,EyeLookDown
FACGROUP,0,0,0
FAC,104,EyelidsLookIn
FAC,105,EyelidsLookOut
FAC,106,EyelidsLookUp
FAC,107,EyelidsLookDown
FACGROUP,0,2,0
FAC,108,EyelidsClosed
FAC,109,EyelidsClosedLookIn
FAC,110,EyelidsClosedLookOut
FAC,111,EyelidsClosedLookUp
FAC,112,EyelidsClosedLookDown
FACGROUP,0,0,0
FAC,113,EyelidsSquint
FAC,114,EyelidsWide
FACGROUP,0,0,2
FAC,115,EyeLookIn
FAC,116,EyeLookOut
FAC,117,EyeLookUp
FAC,118,EyeLookDown
FACGROUP,0,0,2
FAC,119,EyelidsLookIn
FAC,120,EyelidsLookOut
FAC,121,EyelidsLookUp
FAC,122,EyelidsLookDown
FACGROUP,0,2,2
FAC,123,EyelidsClosed
FAC,124,EyelidsClosedLookIn
FAC,125,EyelidsClosedLookOut
FAC,126,EyelidsClosedLookUp
FAC,127,EyelidsClosedLookDown
FACGROUP,0,0,2
FAC,128,EyelidsSquint
FAC,129,EyelidsWide
FACGROUP,0,0,0
FAC,130,BrowDown
FAC,131,BrowInnerUp
FAC,132,BrowOuterUp
FACGROUP,0,0,2
FAC,133,BrowDown
FAC,134,BrowInnerUp
FAC,135,BrowOuterUp
FACGROUP,0,0,0
FAC,136,CheekInflate
FAC,137,CheekSquint
FACGROUP,0,0,2
FAC,138,CheekInflate
FAC,139,CheekSquint
FACGROUP,0,0,1
FAC,140,JawForward
FAC,141,JawLeft
FAC,142,JawRecess
FAC,143,JawRight
FACGROUP,0,2,1
FAC,144,JawOpen
FAC,145,MouthClose
FACGROUP,0,0,1
FAC,146,MouthFunnel
FAC,147,MouthLeft
FAC,148,MouthPurse
FAC,149,MouthRight
FAC,150,MouthRollLower
FAC,151,MouthRollUpper
FAC,152,MouthShrugLower
FAC,153,MouthShrugUpper
FACGROUP,0,0,0
FAC,154,MouthDimple
FAC,155,MouthFrown
FAC,156,MouthLowerDown
FAC,157,MouthPress
FAC,158,MouthSmile
FAC,159,MouthStretch
FAC,160,MouthUpperUp
FACGROUP,0,0,2
FAC,161,MouthDimple
FAC,162,MouthFrown
FAC,163,MouthLowerDown
FAC,164,MouthPress
FAC,165,MouthSmile
FAC,166,MouthStretch
FAC,167,MouthUpperUp
FACGROUP,0,0,0
FAC,168,NoseSneer
FACGROUP,0,0,2
FAC,169,NoseSneer
FACGROUP,0,0,1
FAC,170,NasalFlare
FACGROUP,0,0,1
FAC,171,TongueIn
FAC,172,TongueLeft
FAC,173,TongueNarrow
FAC,174,TongueOut
FAC,175,TongueRight
FAC,176,TongueTipUp
FAC,177,TongueTipDown
FAC,178,TongueTipNarrow
FAC,179,TongueTipWide
FAC,180,TongueUp
FAC,181,TongueBendUp
FAC,182,TongueTipLeft
FAC,183,TongueTipRight
FAC,184,TongueDown
FAC,185,TongueBendDown
FAC,186,TongueTwistRight
FAC,187,TongueTwistLeft
CUSTOM_SECTIONS_PLACEHOLDER
CTLGROUP,root,
CTL,ctlFacMouthPressProxy
CTL,ctlFacMouthRollProxy
CTL,ctlFacEyeParallelLookProxy
CTL,ctlFacEyePupilDilate_l
CTL,ctlFacEyePupilDilate_r
CTL,ctlFacEyePupilContract_l
CTL,ctlFacEyePupilContract_r
CTLGROUP,root,
CTL,facPupilScaleAdditive_l_mat
CTL,facPupilScaleAdditive_r_mat
CTLGROUP,root,
CTL,facWrinkle1_mat
CTL,facWrinkle2_mat
CTL,facWrinkle3_mat
CTL,facWrinkle4_mat
CTL,facWrinkle5_mat
CTL,facWrinkle6_mat
CTL,facWrinkle7_mat
CTL,facWrinkle8_mat
CTL,facWrinkle9_mat
CTL,facWrinkle10_mat
CTL,facWrinkle11_mat
CTL,facWrinkle12_mat
CTL,facWrinkle13_mat
CTL,facWrinkle14_mat
CTL,facWrinkle15_mat
CTL,facWrinkle16_mat
CTL,facWrinkle17_mat
CTL,facWrinkle18_mat
CTL,facWrinkle19_mat
CTL,facWrinkle20_mat
CTL,facWrinkle21_mat
CTL,facWrinkle22_mat
CTL,facWrinkle23_mat
CTL,facWrinkle24_mat
CTL,facWrinkle25_mat
CTL,facWrinkle26_mat
CTL,facWrinkle27_mat
CTL,facWrinkle28_mat
CTL,facWrinkle29_mat
CTL,facWrinkle30_mat
CTL,facWrinkle31_mat
CTL,facWrinkle32_mat
CTL,facWrinkle33_mat
CTL,facWrinkle34_mat
CTL,facWrinkle35_mat
CTL,facWrinkle36_mat
CTL,facWrinkle37_mat
CTL,facWrinkle38_mat
CTL,facWrinkle39_mat
CTL,facWrinkle40_mat
CTL,facWrinkle41_mat
CTL,facWrinkle42_mat
CTL,facWrinkle43_mat
CTL,facWrinkle44_mat
